,ID,centroid_x,centroid_y,xmin,ymin,xmax,ymax,area,bbox_area,convex_area,filled_area,eccentricity,equivalent_diameter,orientation,perimeter,solidity,D__weighted_centroid_x,D__weighted_centroid_y,D__Sum,D__Mean,D__Max,D__Area,D__Variance,D__Entropy,D__Skew,D__Centroid_Shift,D__AreaPerc,H__weighted_centroid_x,H__weighted_centroid_y,H__Sum,H__Mean,H__Max,H__Area,H__Variance,H__Entropy,H__Skew,H__Centroid_Shift,H__AreaPerc,DPH__weighted_centroid_x,DPH__weighted_centroid_y,DPH__Sum,DPH__Mean,DPH__Max,DPH__Area,DPH__Variance,DPH__Entropy,DPH__Skew,DPH__Centroid_Shift,DPH__AreaPerc,score,class
45,46,246,429,229,407,266,449,1207,1554,1248,1207,0.5182638530888443,39.202042427599885,-1.5054743373438542,134.5685424949238,0.9671474358974359,247.49502478647793,426.74856357880907,83715,69.35791217895608,172,1207,0.7386173836926182,6.998760188240018,0.29110564706251973,2.8087237771849543,1.0,247.49502478647793,426.74856357880907,83715,69.35791217895608,172,1207,0.7386173836926182,6.998760188240018,0.29110564706251973,2.8087237771849543,1.0,247.49502478647793,426.74856357880907,83715,69.35791217895608,172,1207,0.7386173836926182,6.998760188240018,0.29110564706251973,2.8087237771849543,1.0,0.9662625193595886,1
46,47,223,117,211,107,236,130,410,575,432,410,0.7808205162389231,22.847936741452536,0.6718081943483858,77.9411254969543,0.9490740740740741,222.875258661856,118.67408606144214,75388,183.87317073170732,255,410,0.7777108520875046,5.933594045899544,-0.11437304879749263,0.7885371207644695,1.0,222.875258661856,118.67408606144214,75388,183.87317073170732,255,410,0.7777108520875046,5.933594045899544,-0.11437304879749263,0.7885371207644695,1.0,222.875258661856,118.67408606144214,75388,183.87317073170732,255,410,0.7777108520875046,5.933594045899544,-0.11437304879749263,0.7885371207644695,1.0,0.9654030203819275,1
47,48,141,312,126,303,158,323,479,640,520,479,0.7831253048296513,24.695783889727878,-0.0899677016983148,90.90559159102155,0.9211538461538461,143.04467318041696,312.0623073305815,38278,79.91231732776617,158,478,0.8191833767005585,6.022244763397936,0.08743047050424514,1.5535653840374561,0.9979123173277662,143.04467318041696,312.0623073305815,38278,79.91231732776617,158,478,0.8191833767005585,6.022244763397936,0.08743047050424514,1.5535653840374561,0.9979123173277662,143.04467318041696,312.0623073305815,38278,79.91231732776617,158,478,0.8191833767005585,6.022244763397936,0.08743047050424514,1.5535653840374561,0.9979123173277662,0.9598298072814941,1
48,49,320,164,308,157,331,182,226,575,372,226,0.789826291319142,16.96325844612841,0.5744774825128632,80.04163056034261,0.6075268817204301,320.58048241576137,165.21520898545387,27155,120.15486725663717,226,226,1.3565992787654628,5.360891566800515,0.9082239872814692,0.3064412137635579,1.0,320.58048241576137,165.21520898545387,27155,120.15486725663717,226,226,1.3565992787654628,5.360891566800515,0.9082239872814692,0.3064412137635579,1.0,320.58048241576137,165.21520898545387,27155,120.15486725663717,226,226,1.3565992787654628,5.360891566800515,0.9082239872814692,0.3064412137635579,1.0,0.9529920816421509,1
49,50,409,477,395,461,425,494,753,990,772,753,0.7411272038632396,30.96367835360614,0.8835763336784116,103.84062043356595,0.9753886010362695,408.22925547948154,476.3585238771907,46446,61.68127490039841,104,753,0.6613466285192501,6.575216879779896,-0.3559694265375601,2.070306082688214,1.0,408.22925547948154,476.3585238771907,46446,61.68127490039841,104,753,0.6613466285192501,6.575216879779896,-0.3559694265375601,2.070306082688214,1.0,408.22925547948154,476.3585238771907,46446,61.68127490039841,104,753,0.6613466285192501,6.575216879779896,-0.3559694265375601,2.070306082688214,1.0,0.9512108564376831,1
50,51,31,151,23,138,38,164,285,390,292,285,0.8265560254041364,19.04923279949934,-1.4357736198513078,66.2842712474619,0.976027397260274,30.998067328868714,150.75711267922154,44498,156.13333333333333,255,285,0.713618538234231,5.6001753448884255,-0.16959386951776234,0.5925829192112778,1.0,30.998067328868714,150.75711267922154,44498,156.13333333333333,255,285,0.713618538234231,5.6001753448884255,-0.16959386951776234,0.5925829192112778,1.0,30.998067328868714,150.75711267922154,44498,156.13333333333333,255,285,0.713618538234231,5.6001753448884255,-0.16959386951776234,0.5925829192112778,1.0,0.948272168636322,1
51,52,342,449,333,434,354,465,444,651,476,444,0.8283632969020448,23.77642441290137,1.293997020057073,85.76955262170047,0.9327731092436975,342.90437226070975,451.1434504453556,56584,127.44144144144144,255,444,0.7948662919581716,6.0408190946961255,0.08007168068247104,1.5888001606464408,1.0,342.90437226070975,451.1434504453556,56584,127.44144144144144,255,444,0.7948662919581716,6.0408190946961255,0.08007168068247104,1.5888001606464408,1.0,342.90437226070975,451.1434504453556,56584,127.44144144144144,255,444,0.7948662919581716,6.0408190946961255,0.08007168068247104,1.5888001606464408,1.0,0.9211669564247131,1
52,53,260,320,252,307,271,333,374,494,391,374,0.7107297701286107,21.821814538001895,1.451002303037417,73.11269837220809,0.9565217391304348,261.1793535337819,320.11462911820763,25709,68.74064171122994,128,374,0.663635484103336,5.880018248420384,-0.2552253270900384,0.23430149959566282,1.0,261.1793535337819,320.11462911820763,25709,68.74064171122994,128,374,0.663635484103336,5.880018248420384,-0.2552253270900384,0.23430149959566282,1.0,261.1793535337819,320.11462911820763,25709,68.74064171122994,128,374,0.663635484103336,5.880018248420384,-0.2552253270900384,0.23430149959566282,1.0,0.915656566619873,1
53,54,312,181,299,168,327,200,678,896,703,678,0.6950556318715189,29.381225490616288,-1.0264624445449677,100.18376618407356,0.9644381223328592,313.38579201024135,180.2333013291163,106236,156.69026548672565,255,678,0.6832836294209769,6.462590281652934,-0.19680978846181346,2.0289058497330617,1.0,313.38579201024135,180.2333013291163,106236,156.69026548672565,255,678,0.6832836294209769,6.462590281652934,-0.19680978846181346,2.0289058497330617,1.0,313.38579201024135,180.2333013291163,106236,156.69026548672565,255,678,0.6832836294209769,6.462590281652934,-0.19680978846181346,2.0289058497330617,1.0,0.8945088386535645,1
54,55,167,314,153,304,181,326,419,616,446,419,0.790351344111689,23.09734550211416,0.4782110866829121,83.94112549695429,0.9394618834080718,165.57509179027758,312.9603172271993,34045,81.25298329355608,166,419,0.858826188143541,5.941888181308509,0.24997721561570496,2.0175770160901054,1.0,165.57509179027758,312.9603172271993,34045,81.25298329355608,166,419,0.858826188143541,5.941888181308509,0.24997721561570496,2.0175770160901054,1.0,165.57509179027758,312.9603172271993,34045,81.25298329355608,166,419,0.858826188143541,5.941888181308509,0.24997721561570496,2.0175770160901054,1.0,0.860519289970398,1
55,56,354,278,345,270,365,288,282,360,287,282,0.5772757511486264,18.948708441878455,0.6111981504929695,60.284271247461895,0.9825783972125436,354.4580984592259,278.69212701991734,10644,37.744680851063826,57,282,0.597308039334157,5.609851820459534,-0.6273564576667149,0.20629842784827077,1.0,354.4580984592259,278.69212701991734,10644,37.744680851063826,57,282,0.597308039334157,5.609851820459534,-0.6273564576667149,0.20629842784827077,1.0,354.4580984592259,278.69212701991734,10644,37.744680851063826,57,282,0.597308039334157,5.609851820459534,-0.6273564576667149,0.20629842784827077,1.0,0.8518316149711609,1
56,57,275,220,262,211,289,231,386,540,408,386,0.7627966623934981,22.16913314200113,-0.3824256503027041,75.94112549695427,0.946078431372549,273.67930972496856,221.2244292647852,11126,28.82383419689119,59,386,0.790531307244856,5.875242010258101,0.17494688279345572,1.7813437288603888,1.0,273.67930972496856,221.2244292647852,11126,28.82383419689119,59,386,0.790531307244856,5.875242010258101,0.17494688279345572,1.7813437288603888,1.0,273.67930972496856,221.2244292647852,11126,28.82383419689119,59,386,0.790531307244856,5.875242010258101,0.17494688279345572,1.7813437288603888,1.0,0.8066898584365845,1
57,58,214,200,204,186,226,215,514,638,528,514,0.6540976514398845,25.582125126616702,1.3911641973771858,84.5269119345812,0.9734848484848485,215.0489391907879,200.1038725451534,25358,49.33463035019455,84,514,0.563369778421633,6.210357993739544,-0.7246454848048931,0.6405157080086296,1.0,215.0489391907879,200.1038725451534,25358,49.33463035019455,84,514,0.563369778421633,6.210357993739544,-0.7246454848048931,0.6405157080086296,1.0,215.0489391907879,200.1038725451534,25358,49.33463035019455,84,514,0.563369778421633,6.210357993739544,-0.7246454848048931,0.6405157080086296,1.0,0.7369056344032288,1
58,59,286,156,273,145,300,169,509,648,517,509,0.6782498036200619,25.45739437315213,-0.5156605426433408,82.76955262170048,0.9845261121856866,285.9614070065508,156.07440900028482,28088,55.182711198428294,114,509,0.5906700051085099,6.205393326796301,-0.46797660711159755,0.27945379827241007,1.0,285.9614070065508,156.07440900028482,28088,55.182711198428294,114,509,0.5906700051085099,6.205393326796301,-0.46797660711159755,0.27945379827241007,1.0,285.9614070065508,156.07440900028482,28088,55.182711198428294,114,509,0.5906700051085099,6.205393326796301,-0.46797660711159755,0.27945379827241007,1.0,0.7264883518218994,1
59,60,236,162,230,157,244,170,147,182,152,147,0.399269688358867,13.680870333281758,-0.5130414353567431,42.97056274847714,0.9671052631578947,236.51088162498934,162.497055560297,11717,79.70748299319727,186,147,0.8042339025457149,4.836273106176558,0.6878757556537288,0.16727002150914375,1.0,236.51088162498934,162.497055560297,11717,79.70748299319727,186,147,0.8042339025457149,4.836273106176558,0.6878757556537288,0.16727002150914375,1.0,236.51088162498934,162.497055560297,11717,79.70748299319727,186,147,0.8042339025457149,4.836273106176558,0.6878757556537288,0.16727002150914375,1.0,0.6188011169433594,1
60,61,308,499,294,484,325,512,714,868,728,714,0.45415823995647997,30.15116971098976,0.2999758249679337,101.11269837220809,0.9807692307692307,308.38130849373124,500.4363058449585,113260,158.62745098039215,255,714,0.6088994175422665,6.4988588021456515,-0.44592516514284436,1.0861281952459687,1.0,308.38130849373124,500.4363058449585,113260,158.62745098039215,255,714,0.6088994175422665,6.4988588021456515,-0.44592516514284436,1.0861281952459687,1.0,308.38130849373124,500.4363058449585,113260,158.62745098039215,255,714,0.6088994175422665,6.4988588021456515,-0.44592516514284436,1.0861281952459687,1.0,0.9964349269866943,1
61,62,184,507,177,502,193,512,128,160,131,128,0.7890072672614701,12.766152972845846,-0.019862606583729334,42.72792206135785,0.9770992366412213,184.7484860198428,508.32476484989047,15522,121.265625,255,128,0.8505948238627962,4.664023784471237,0.5993447695905747,1.0244859816134837,1.0,184.7484860198428,508.32476484989047,15522,121.265625,255,128,0.8505948238627962,4.664023784471237,0.5993447695905747,1.0244859816134837,1.0,184.7484860198428,508.32476484989047,15522,121.265625,255,128,0.8505948238627962,4.664023784471237,0.5993447695905747,1.0244859816134837,1.0,0.9917843341827393,1
62,63,505,314,498,299,512,334,382,490,391,382,0.9157707112254595,22.05396803500069,1.4803806753395075,83.4558441227157,0.9769820971867008,506.46978514231347,314.97461349401414,63065,165.09162303664922,255,382,0.725110925807398,5.8345935208647814,-0.15015328858254032,0.9447031376191264,1.0,506.46978514231347,314.97461349401414,63065,165.09162303664922,255,382,0.725110925807398,5.8345935208647814,-0.15015328858254032,0.9447031376191264,1.0,506.46978514231347,314.97461349401414,63065,165.09162303664922,255,382,0.725110925807398,5.8345935208647814,-0.15015328858254032,0.9447031376191264,1.0,0.9929726123809814,1
